"subjects" "activity" "variable" "mean"
"9196" 3 "SITTING" "tBodyGyroJerk_std()_X" -0.972546905961538
"9197" 3 "STANDING" "tBodyGyroJerk_std()_X" -0.940937642459016
"9198" 3 "LAYING" "tBodyGyroJerk_std()_X" -0.980328645
"9199" 4 "WALKING" "tBodyGyroJerk_std()_X" -0.492341066833333
"9200" 4 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.533666803846154
"9201" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.395995494444444
"9202" 4 "SITTING" "tBodyGyroJerk_std()_X" -0.9698997312
"9203" 4 "STANDING" "tBodyGyroJerk_std()_X" -0.949633878571429
"9204" 4 "LAYING" "tBodyGyroJerk_std()_X" -0.975103204259259
"9205" 5 "WALKING" "tBodyGyroJerk_std()_X" -0.357681403285714
"9206" 5 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.305245202489362
"9207" 5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.411302217446809
"9208" 5 "SITTING" "tBodyGyroJerk_std()_X" -0.966037012045455
"9209" 5 "STANDING" "tBodyGyroJerk_std()_X" -0.941930044107143
"9210" 5 "LAYING" "tBodyGyroJerk_std()_X" -0.983422257692308
"9211" 6 "WALKING" "tBodyGyroJerk_std()_X" -0.18260093354386
"9212" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.186763293747059
"9213" 6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" 0.0393387960854167
"9214" 6 "SITTING" "tBodyGyroJerk_std()_X" -0.943714804727273
"9215" 6 "STANDING" "tBodyGyroJerk_std()_X" -0.946423593157895
"9216" 6 "LAYING" "tBodyGyroJerk_std()_X" -0.939611608245614
"9217" 7 "WALKING" "tBodyGyroJerk_std()_X" -0.21166729682807
"9218" 7 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.616812659215686
"9219" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.510731018297872
"9220" 7 "SITTING" "tBodyGyroJerk_std()_X" -0.974369045625
"9221" 7 "STANDING" "tBodyGyroJerk_std()_X" -0.96598339754717
"9222" 7 "LAYING" "tBodyGyroJerk_std()_X" -0.9738372325
"9223" 8 "WALKING" "tBodyGyroJerk_std()_X" -0.2460827504375
"9224" 8 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.40507069195122
"9225" 8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.267887897328947
"9226" 8 "SITTING" "tBodyGyroJerk_std()_X" -0.993264647391304
"9227" 8 "STANDING" "tBodyGyroJerk_std()_X" -0.981573085740741
"9228" 8 "LAYING" "tBodyGyroJerk_std()_X" -0.969924077407407
"9229" 9 "WALKING" "tBodyGyroJerk_std()_X" -0.526985309038462
"9230" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.660419534285714
"9231" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.509669314047619
"9232" 9 "SITTING" "tBodyGyroJerk_std()_X" -0.9645323452
"9233" 9 "STANDING" "tBodyGyroJerk_std()_X" -0.949105691555556
"9234" 9 "LAYING" "tBodyGyroJerk_std()_X" -0.945329035
"9235" 10 "WALKING" "tBodyGyroJerk_std()_X" -0.366063723207547
"9236" 10 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.427291343617021
"9237" 10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.416986139210526
"9238" 10 "SITTING" "tBodyGyroJerk_std()_X" -0.992326657222222
"9239" 10 "STANDING" "tBodyGyroJerk_std()_X" -0.950367548409091
"9240" 10 "LAYING" "tBodyGyroJerk_std()_X" -0.965900578103448
"9241" 11 "WALKING" "tBodyGyroJerk_std()_X" -0.541616397118644
"9242" 11 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.660431336111111
"9243" 11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.53437494826087
"9244" 11 "SITTING" "tBodyGyroJerk_std()_X" -0.990501518301887
"9245" 11 "STANDING" "tBodyGyroJerk_std()_X" -0.986690403617021
"9246" 11 "LAYING" "tBodyGyroJerk_std()_X" -0.981724838421053
"9247" 12 "WALKING" "tBodyGyroJerk_std()_X" -0.3908072382
"9248" 12 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.549999188461539
"9249" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.278608163891304
"9250" 12 "SITTING" "tBodyGyroJerk_std()_X" -0.977329927254902
"9251" 12 "STANDING" "tBodyGyroJerk_std()_X" -0.955415641803279
"9252" 12 "LAYING" "tBodyGyroJerk_std()_X" -0.9671982025
"9253" 13 "WALKING" "tBodyGyroJerk_std()_X" -0.216812065298246
"9254" 13 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.631037584
"9255" 13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.463736674255319
"9256" 13 "SITTING" "tBodyGyroJerk_std()_X" -0.991371016938775
"9257" 13 "STANDING" "tBodyGyroJerk_std()_X" -0.978465124561404
"9258" 13 "LAYING" "tBodyGyroJerk_std()_X" -0.981404742903226
"9259" 14 "WALKING" "tBodyGyroJerk_std()_X" -0.571759911525424
"9260" 14 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.646611034444444
"9261" 14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.537002097555556
"9262" 14 "SITTING" "tBodyGyroJerk_std()_X" -0.990284240185185
"9263" 14 "STANDING" "tBodyGyroJerk_std()_X" -0.969948875166667
"9264" 14 "LAYING" "tBodyGyroJerk_std()_X" -0.970274962745098
"9265" 15 "WALKING" "tBodyGyroJerk_std()_X" -0.283767987222222
"9266" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.525533949791667
"9267" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.455980756428571
"9268" 15 "SITTING" "tBodyGyroJerk_std()_X" -0.992889042711864
"9269" 15 "STANDING" "tBodyGyroJerk_std()_X" -0.971514312075472
"9270" 15 "LAYING" "tBodyGyroJerk_std()_X" -0.97392395125
"9271" 16 "WALKING" "tBodyGyroJerk_std()_X" -0.675889722745098
"9272" 16 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.707264168627451
"9273" 16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.623676024255319
"9274" 16 "SITTING" "tBodyGyroJerk_std()_X" -0.98958327942029
"9275" 16 "STANDING" "tBodyGyroJerk_std()_X" -0.987102322692308
"9276" 16 "LAYING" "tBodyGyroJerk_std()_X" -0.985835459428571
"9277" 17 "WALKING" "tBodyGyroJerk_std()_X" -0.431296148196721
"9278" 17 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.606044344375
"9279" 17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.526801825217391
"9280" 17 "SITTING" "tBodyGyroJerk_std()_X" -0.9952559371875
"9281" 17 "STANDING" "tBodyGyroJerk_std()_X" -0.989257196282051
"9282" 17 "LAYING" "tBodyGyroJerk_std()_X" -0.980792372112676
"9283" 18 "WALKING" "tBodyGyroJerk_std()_X" -0.578133968392857
"9284" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.76068902862069
"9285" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.676716181636364
"9286" 18 "SITTING" "tBodyGyroJerk_std()_X" -0.994170190701754
"9287" 18 "STANDING" "tBodyGyroJerk_std()_X" -0.981970965890411
"9288" 18 "LAYING" "tBodyGyroJerk_std()_X" -0.996104441384615
"9289" 19 "WALKING" "tBodyGyroJerk_std()_X" 0.0801186523134615
"9290" 19 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.23937641116
"9291" 19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" 0.179148649684615
"9292" 19 "SITTING" "tBodyGyroJerk_std()_X" -0.988464752739726
"9293" 19 "STANDING" "tBodyGyroJerk_std()_X" -0.97512668739726
"9294" 19 "LAYING" "tBodyGyroJerk_std()_X" -0.976105663493976
"9295" 20 "WALKING" "tBodyGyroJerk_std()_X" -0.253227445431373
"9296" 20 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.471107678431373
"9297" 20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.249235098988889
"9298" 20 "SITTING" "tBodyGyroJerk_std()_X" -0.977414910909091
"9299" 20 "STANDING" "tBodyGyroJerk_std()_X" -0.921644239863014
"9300" 20 "LAYING" "tBodyGyroJerk_std()_X" -0.989283577352941
"9301" 21 "WALKING" "tBodyGyroJerk_std()_X" -0.238908311384615
"9302" 21 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.573541839148936
"9303" 21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.549648320222222
"9304" 21 "SITTING" "tBodyGyroJerk_std()_X" -0.989472968470588
"9305" 21 "STANDING" "tBodyGyroJerk_std()_X" -0.971866494606742
"9306" 21 "LAYING" "tBodyGyroJerk_std()_X" -0.984643717333333
"9307" 22 "WALKING" "tBodyGyroJerk_std()_X" -0.226656401521739
"9308" 22 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.396699215238095
"9309" 22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.264848047888889
"9310" 22 "SITTING" "tBodyGyroJerk_std()_X" -0.985671250322581
"9311" 22 "STANDING" "tBodyGyroJerk_std()_X" -0.949716028730159
"9312" 22 "LAYING" "tBodyGyroJerk_std()_X" -0.972092602916667
"9313" 23 "WALKING" "tBodyGyroJerk_std()_X" -0.363969434576271
"9314" 23 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.548318881568627
"9315" 23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.32301569962963
"9316" 23 "SITTING" "tBodyGyroJerk_std()_X" -0.987084633970588
"9317" 23 "STANDING" "tBodyGyroJerk_std()_X" -0.972770702058824
"9318" 23 "LAYING" "tBodyGyroJerk_std()_X" -0.985027850416667
"9319" 24 "WALKING" "tBodyGyroJerk_std()_X" -0.490773455517241
"9320" 24 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.640489537966102
"9321" 24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.358444550225455
"9322" 24 "SITTING" "tBodyGyroJerk_std()_X" -0.991442007794118
"9323" 24 "STANDING" "tBodyGyroJerk_std()_X" -0.975856809130435
"9324" 24 "LAYING" "tBodyGyroJerk_std()_X" -0.979865720555556
"9325" 25 "WALKING" "tBodyGyroJerk_std()_X" -0.507957094054054
"9326" 25 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.693854902307692
"9327" 25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.430134387586207
"9328" 25 "SITTING" "tBodyGyroJerk_std()_X" -0.992304653846154
"9329" 25 "STANDING" "tBodyGyroJerk_std()_X" -0.977909693918919
"9330" 25 "LAYING" "tBodyGyroJerk_std()_X" -0.957381145068493
"9331" 26 "WALKING" "tBodyGyroJerk_std()_X" -0.417438636101695
"9332" 26 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.515829417272727
"9333" 26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.170842676616
"9334" 26 "SITTING" "tBodyGyroJerk_std()_X" -0.995882512051282
"9335" 26 "STANDING" "tBodyGyroJerk_std()_X" -0.978472409324324
"9336" 26 "LAYING" "tBodyGyroJerk_std()_X" -0.992665154868421
"9337" 27 "WALKING" "tBodyGyroJerk_std()_X" -0.523256879298246
"9338" 27 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.695774947647059
"9339" 27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.493837613409091
"9340" 27 "SITTING" "tBodyGyroJerk_std()_X" -0.993640318285714
"9341" 27 "STANDING" "tBodyGyroJerk_std()_X" -0.9826424495
"9342" 27 "LAYING" "tBodyGyroJerk_std()_X" -0.993503720810811
"9343" 28 "WALKING" "tBodyGyroJerk_std()_X" -0.399417082777778
"9344" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.494282913529412
"9345" 28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.16394489726087
"9346" 28 "SITTING" "tBodyGyroJerk_std()_X" -0.982155662638889
"9347" 28 "STANDING" "tBodyGyroJerk_std()_X" -0.928343397721519
"9348" 28 "LAYING" "tBodyGyroJerk_std()_X" -0.9608029485
"9349" 29 "WALKING" "tBodyGyroJerk_std()_X" -0.395909621509434
"9350" 29 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.474932606326531
"9351" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.347807556958333
"9352" 29 "SITTING" "tBodyGyroJerk_std()_X" -0.9933220295
"9353" 29 "STANDING" "tBodyGyroJerk_std()_X" -0.983293061692308
"9354" 29 "LAYING" "tBodyGyroJerk_std()_X" -0.99654254057971
"9355" 30 "WALKING" "tBodyGyroJerk_std()_X" -0.460345386153846
"9356" 30 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_X" -0.742749529538462
"9357" 30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_X" -0.542764507096774
"9358" 30 "SITTING" "tBodyGyroJerk_std()_X" -0.993868545483871
"9359" 30 "STANDING" "tBodyGyroJerk_std()_X" -0.960119074237288
"9360" 30 "LAYING" "tBodyGyroJerk_std()_X" -0.983775833714286
"9361" 1 "WALKING" "tBodyGyroJerk_std()_Y" -0.304468510631579
"9362" 1 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.601696656226415
"9363" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.238824827530612
"9364" 1 "SITTING" "tBodyGyroJerk_std()_Y" -0.989518068510638
"9365" 1 "STANDING" "tBodyGyroJerk_std()_Y" -0.995137917358491
"9366" 1 "LAYING" "tBodyGyroJerk_std()_Y" -0.9679072436
"9367" 2 "WALKING" "tBodyGyroJerk_std()_Y" -0.634140436101695
"9368" 2 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.645491337708333
"9369" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.469396701106383
"9370" 2 "SITTING" "tBodyGyroJerk_std()_Y" -0.990889614782609
"9371" 2 "STANDING" "tBodyGyroJerk_std()_Y" -0.983447258518519
"9372" 2 "LAYING" "tBodyGyroJerk_std()_Y" -0.989567537916667
"9373" 3 "WALKING" "tBodyGyroJerk_std()_Y" -0.639087984137931
"9374" 3 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.775774143389831
"9375" 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.680947338163265
"9376" 3 "SITTING" "tBodyGyroJerk_std()_Y" -0.978635908653846
"9377" 3 "STANDING" "tBodyGyroJerk_std()_Y" -0.968433747868853
"9378" 3 "LAYING" "tBodyGyroJerk_std()_Y" -0.986762741935484
"9379" 4 "WALKING" "tBodyGyroJerk_std()_Y" -0.807419937
"9380" 4 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.840722752692308
"9381" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.816858240222222
"9382" 4 "SITTING" "tBodyGyroJerk_std()_Y" -0.984441358
"9383" 4 "STANDING" "tBodyGyroJerk_std()_Y" -0.976065174642857
"9384" 4 "LAYING" "tBodyGyroJerk_std()_Y" -0.986855629814815
"9385" 5 "WALKING" "tBodyGyroJerk_std()_Y" -0.57143812375
"9386" 5 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.631822048297872
"9387" 5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.514591487234043
"9388" 5 "SITTING" "tBodyGyroJerk_std()_Y" -0.975433911363636
"9389" 5 "STANDING" "tBodyGyroJerk_std()_Y" -0.961177741607143
"9390" 5 "LAYING" "tBodyGyroJerk_std()_Y" -0.983759479230769
"9391" 6 "WALKING" "tBodyGyroJerk_std()_Y" -0.416390246140351
"9392" 6 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.486494120980392
"9393" 6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.193508405479167
"9394" 6 "SITTING" "tBodyGyroJerk_std()_Y" -0.961780726363636
"9395" 6 "STANDING" "tBodyGyroJerk_std()_Y" -0.962422163684211
"9396" 6 "LAYING" "tBodyGyroJerk_std()_Y" -0.958628819649123
"9397" 7 "WALKING" "tBodyGyroJerk_std()_Y" -0.174136410738596
"9398" 7 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.671243739607843
"9399" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.299520205208511
"9400" 7 "SITTING" "tBodyGyroJerk_std()_Y" -0.981024680625
"9401" 7 "STANDING" "tBodyGyroJerk_std()_Y" -0.976837757358491
"9402" 7 "LAYING" "tBodyGyroJerk_std()_Y" -0.976483727307692
"9403" 8 "WALKING" "tBodyGyroJerk_std()_Y" -0.428055700208333
"9404" 8 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.424675673414634
"9405" 8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.0704526510842105
"9406" 8 "SITTING" "tBodyGyroJerk_std()_Y" -0.98887627673913
"9407" 8 "STANDING" "tBodyGyroJerk_std()_Y" -0.985508765185185
"9408" 8 "LAYING" "tBodyGyroJerk_std()_Y" -0.974186451851852
"9409" 9 "WALKING" "tBodyGyroJerk_std()_Y" -0.549200228076923
"9410" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.708604774693878
"9411" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.448602451190476
"9412" 9 "SITTING" "tBodyGyroJerk_std()_Y" -0.9719274472
"9413" 9 "STANDING" "tBodyGyroJerk_std()_Y" -0.975036530444444
"9414" 9 "LAYING" "tBodyGyroJerk_std()_Y" -0.9621702422
"9415" 10 "WALKING" "tBodyGyroJerk_std()_Y" -0.509683327924528
"9416" 10 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.60462905787234
"9417" 10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.471650977631579
"9418" 10 "SITTING" "tBodyGyroJerk_std()_Y" -0.992584494814815
"9419" 10 "STANDING" "tBodyGyroJerk_std()_Y" -0.976445016590909
"9420" 10 "LAYING" "tBodyGyroJerk_std()_Y" -0.966621040344828
"9421" 11 "WALKING" "tBodyGyroJerk_std()_Y" -0.737993755932203
"9422" 11 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.809459436666667
"9423" 11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.684593318695652
"9424" 11 "SITTING" "tBodyGyroJerk_std()_Y" -0.988554820188679
"9425" 11 "STANDING" "tBodyGyroJerk_std()_Y" -0.995571631276596
"9426" 11 "LAYING" "tBodyGyroJerk_std()_Y" -0.990845724736842
"9427" 12 "WALKING" "tBodyGyroJerk_std()_Y" -0.581290691
"9428" 12 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.761195612692308
"9429" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.517479109130435
"9430" 12 "SITTING" "tBodyGyroJerk_std()_Y" -0.979347830784314
"9431" 12 "STANDING" "tBodyGyroJerk_std()_Y" -0.971195487377049
"9432" 12 "LAYING" "tBodyGyroJerk_std()_Y" -0.965900370833333
"9433" 13 "WALKING" "tBodyGyroJerk_std()_Y" -0.35776089977193
"9434" 13 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.678805915818182
"9435" 13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.259163248340426
"9436" 13 "SITTING" "tBodyGyroJerk_std()_Y" -0.991773350204082
"9437" 13 "STANDING" "tBodyGyroJerk_std()_Y" -0.980982661403509
"9438" 13 "LAYING" "tBodyGyroJerk_std()_Y" -0.978854747419355
"9439" 14 "WALKING" "tBodyGyroJerk_std()_Y" -0.536737701694915
"9440" 14 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.371479721296296
"9441" 14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.284318020488889
"9442" 14 "SITTING" "tBodyGyroJerk_std()_Y" -0.986911323888889
"9443" 14 "STANDING" "tBodyGyroJerk_std()_Y" -0.9706929555
"9444" 14 "LAYING" "tBodyGyroJerk_std()_Y" -0.968042893529412
"9445" 15 "WALKING" "tBodyGyroJerk_std()_Y" -0.702402935925926
"9446" 15 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.763053512083333
"9447" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.574964116428571
"9448" 15 "SITTING" "tBodyGyroJerk_std()_Y" -0.990313307966102
"9449" 15 "STANDING" "tBodyGyroJerk_std()_Y" -0.988107413962264
"9450" 15 "LAYING" "tBodyGyroJerk_std()_Y" -0.980482834444444
"9451" 16 "WALKING" "tBodyGyroJerk_std()_Y" -0.712237752941177
"9452" 16 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.77471906627451
"9453" 16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.583421784680851
"9454" 16 "SITTING" "tBodyGyroJerk_std()_Y" -0.990621793333333
"9455" 16 "STANDING" "tBodyGyroJerk_std()_Y" -0.992589441153846
"9456" 16 "LAYING" "tBodyGyroJerk_std()_Y" -0.989046576
"9457" 17 "WALKING" "tBodyGyroJerk_std()_Y" -0.560203489016393
"9458" 17 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.676722847708333
"9459" 17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.572144734130435
"9460" 17 "SITTING" "tBodyGyroJerk_std()_Y" -0.9949818809375
"9461" 17 "STANDING" "tBodyGyroJerk_std()_Y" -0.993699908589744
"9462" 17 "LAYING" "tBodyGyroJerk_std()_Y" -0.983135596619718
"9463" 18 "WALKING" "tBodyGyroJerk_std()_Y" -0.694925789464286
"9464" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.828872171206897
"9465" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.752608622181818
"9466" 18 "SITTING" "tBodyGyroJerk_std()_Y" -0.994224162105263
"9467" 18 "STANDING" "tBodyGyroJerk_std()_Y" -0.991151973150685
"9468" 18 "LAYING" "tBodyGyroJerk_std()_Y" -0.990547638769231
"9469" 19 "WALKING" "tBodyGyroJerk_std()_Y" -0.291594827626923
"9470" 19 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.49212221875
"9471" 19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.0146299196923077
"9472" 19 "SITTING" "tBodyGyroJerk_std()_Y" -0.987465915068493
"9473" 19 "STANDING" "tBodyGyroJerk_std()_Y" -0.988096672191781
"9474" 19 "LAYING" "tBodyGyroJerk_std()_Y" -0.984607728915663
"9475" 20 "WALKING" "tBodyGyroJerk_std()_Y" -0.127554090666667
"9476" 20 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.393988623529412
"9477" 20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.334568787888889
"9478" 20 "SITTING" "tBodyGyroJerk_std()_Y" -0.979684097272727
"9479" 20 "STANDING" "tBodyGyroJerk_std()_Y" -0.947633070684932
"9480" 20 "LAYING" "tBodyGyroJerk_std()_Y" -0.981540062058823
"9481" 21 "WALKING" "tBodyGyroJerk_std()_Y" -0.482854309807692
"9482" 21 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.604469603617021
"9483" 21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.442426840888889
"9484" 21 "SITTING" "tBodyGyroJerk_std()_Y" -0.989722663529412
"9485" 21 "STANDING" "tBodyGyroJerk_std()_Y" -0.976815894044944
"9486" 21 "LAYING" "tBodyGyroJerk_std()_Y" -0.981998497777778
"9487" 22 "WALKING" "tBodyGyroJerk_std()_Y" -0.651875468913043
"9488" 22 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.704255415
"9489" 22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.640280071388889
"9490" 22 "SITTING" "tBodyGyroJerk_std()_Y" -0.980275619354839
"9491" 22 "STANDING" "tBodyGyroJerk_std()_Y" -0.984900134285714
"9492" 22 "LAYING" "tBodyGyroJerk_std()_Y" -0.980484171388889
"9493" 23 "WALKING" "tBodyGyroJerk_std()_Y" 0.295945926186441
"9494" 23 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.493514122352941
"9495" 23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" 0.146650121972222
"9496" 23 "SITTING" "tBodyGyroJerk_std()_Y" -0.980727445294118
"9497" 23 "STANDING" "tBodyGyroJerk_std()_Y" -0.972509523235294
"9498" 23 "LAYING" "tBodyGyroJerk_std()_Y" -0.979427763472222
"9499" 24 "WALKING" "tBodyGyroJerk_std()_Y" -0.514246569655172
"9500" 24 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.646644373728814
"9501" 24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.519326735090909
"9502" 24 "SITTING" "tBodyGyroJerk_std()_Y" -0.989780810588235
"9503" 24 "STANDING" "tBodyGyroJerk_std()_Y" -0.981983572028985
"9504" 24 "LAYING" "tBodyGyroJerk_std()_Y" -0.978091312777778
"9505" 25 "WALKING" "tBodyGyroJerk_std()_Y" -0.799635384189189
"9506" 25 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.839699143076923
"9507" 25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.810444542413793
"9508" 25 "SITTING" "tBodyGyroJerk_std()_Y" -0.991315767692308
"9509" 25 "STANDING" "tBodyGyroJerk_std()_Y" -0.98724214
"9510" 25 "LAYING" "tBodyGyroJerk_std()_Y" -0.971564323013699
"9511" 26 "WALKING" "tBodyGyroJerk_std()_Y" -0.587000110847458
"9512" 26 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.725210290909091
"9513" 26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.5471984382
"9514" 26 "SITTING" "tBodyGyroJerk_std()_Y" -0.993139833846154
"9515" 26 "STANDING" "tBodyGyroJerk_std()_Y" -0.989766989864865
"9516" 26 "LAYING" "tBodyGyroJerk_std()_Y" -0.989063341973684
"9517" 27 "WALKING" "tBodyGyroJerk_std()_Y" -0.634105502807017
"9518" 27 "WALKING_UPSTAIRS" "tBodyGyroJerk_std()_Y" -0.711148438235294
"9519" 27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk_std()_Y" -0.459459295681818
"9520" 27 "SITTING" "tBodyGyroJerk_std()_Y" -0.992226442142857
"9521" 27 "STANDING" "tBodyGyroJerk_std()_Y" -0.990798007875
"9522" 27 "LAYING" "tBodyGyroJerk_std()_Y" -0.993025877297297
